"","firmcode","VC","age","country","industry","VCinv","logsales","logemp","logassets","logemp_1","logemp_2","logemp_3","logemp_4","logemp_5","logsales_1","logsales_2","logsales_3","logsales_4","logsales_5","logassets_1","logassets_2","logassets_3","logassets_4","logassets_5"
"16","426",0,5,"BELGIUM","ICT manufacturing",0.0109110744670033,2.51786684989929,0,3.5269455909729,2.99573230743408,3.25809645652771,4.14313459396362,4.60517024993896,5.03043794631958,NA,NA,NA,9.52642250061035,9.9869966506958,6.33299732208252,8.23733329772949,9.00649547576904,9.42515087127686,10.1083555221558
"17","7660",0,15,"UK","Software",0.00313574750907719,4.52152061462402,1.0986123085022,3.21192693710327,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,4.47782230377197,4.9344220161438,4.84152984619141,4.86449813842773,4.73831748962402,3.36521220207214,3.99035596847534,3.37774014472961,3.16770052909851,3.15491008758545
"18","2276",0,0,"FRANCE","Software",0.00617688335478306,0,0,0,NA,NA,3.43398714065552,3.25809645652771,3.43398714065552,NA,NA,6.69244527816772,8.05099964141846,8.15342712402344,NA,NA,8.54179191589355,8.33984375,8.71671867370605
"19","477",0,0,"BELGIUM","Software",0.0054644807241857,0,0,0,3.7376697063446,4.30406522750854,3.89182019233704,NA,NA,7.10583734512329,8.38276672363281,8.08783721923828,NA,NA,6.71119832992554,7.49298906326294,6.06027507781982,NA,NA
"20","1527",0,8,"FINLAND","Software",0.00459496257826686,4.2912769317627,0.6931471824646,4.14683198928833,0.6931471824646,0.6931471824646,0.6931471824646,NA,NA,4.3337574005127,4.33604907989502,4.07698011398315,NA,NA,4.08221960067749,4.20631122589111,4.05958366394043,NA,NA
"21","5547",0,2,"ITALY","TLC",0.0247933883219957,6.11802673339844,2.94443893432617,6.29292631149292,2.70805025100708,2.39789533615112,2.4849066734314,2.4849066734314,2.0794415473938,6.77117490768433,6.84057140350342,7.15984344482422,7.31647205352783,7.5451397895813,6.71120452880859,6.72673225402832,7.14530324935913,7.17793703079224,7.15851020812988
"22","1522",0,12,"FINLAND","ICT manufacturing",0.00615239003673196,7.76473808288574,2.7725887298584,6.74445867538452,2.89037179946899,2.89037179946899,2.99573230743408,2.94443893432617,2.91777062416077,7.8310227394104,7.74170875549316,7.78153848648071,7.79919481277466,7.77918004989624,6.93614101409912,7.01153039932251,7.16515779495239,7.19875860214233,6.95654916763306
"23","6635",0,4,"SPAIN","Biotech",0.0183333326131105,5.46946668624878,1.3862943649292,5.4062294960022,1.3862943649292,2.0794415473938,2.0794415473938,2.39789533615112,2.30258512496948,5.66322135925293,5.87859201431274,6.39450836181641,6.64607095718384,6.75100803375244,5.88810968399048,6.33157348632812,6.42791080474854,6.4862232208252,6.72145080566406
"24","5380",0,5,"ITALY","Software",0.00359712238423526,5.71206378936768,2.30258512496948,5.65358829498291,1.7917594909668,1.7917594909668,2.0794415473938,1.7917594909668,NA,5.57151412963867,5.6336522102356,5.16055345535278,4.77557134628296,5.08119916915894,5.46148014068604,5.33349561691284,4.92624616622925,4.63619518280029,5.00995874404907
"25","7304",0,6,"UK","Software",0.00313574750907719,5.3051061630249,1.3862943649292,3.88472890853882,1.3862943649292,1.0986123085022,0.6931471824646,1.0986123085022,0.6931471824646,5.10193395614624,4.91124439239502,2.61101198196411,4.81126689910889,4.840407371521,3.94170355796814,4.04757738113403,3.37774014472961,3.25119733810425,1.62570226192474
"26","3182",0,6,"FRANCE","Web publishing",0.00154004106298089,6.62864542007446,2.19722461700439,5.74554347991943,2.56494927406311,NA,NA,2.19722461700439,NA,6.53036737442017,6.42719745635986,6.59581089019775,6.59078550338745,6.52445936203003,5.37201642990112,5.74435663223267,5.81792306900024,5.87010335922241,5.95205593109131
"27","4395",0,0,"GERMANY","Software",0.00696331541985273,0,0,0,1.0986123085022,1.0986123085022,1.0986123085022,1.94591009616852,2.0794415473938,4.93367433547974,5.69472932815552,6.47312927246094,6.49447154998779,6.27083492279053,NA,NA,NA,NA,NA
"28","2986",0,7,"FRANCE","Software",0.00617688335478306,7.15186595916748,2.94443893432617,6.51287221908569,3.25809645652771,3.43398714065552,3.61091780662537,3.49650764465332,NA,7.41813230514526,7.61983346939087,7.67987966537476,7.764967918396,7.83119583129883,6.68178701400757,6.86932706832886,7.06130599975586,6.87990617752075,7.83804082870483
"29","8040",0,12,"UK","Software",0.00313574750907719,5.50878095626831,1.0986123085022,5.16069984436035,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,5.51838779449463,4.32153034210205,3.03733253479004,3.44149613380432,NA,5.40915441513062,4.64404296875,4.65189218521118,4.86966514587402,4.65966701507568
"30","6575",0,4,"SPAIN","ICT manufacturing",0.00176723045296967,4.76515102386475,1.3862943649292,3.92574143409729,1.0986123085022,1.0986123085022,0.6931471824646,0.6931471824646,0.6931471824646,4.76218938827515,4.35564184188843,4.51876068115234,4.58701229095459,4.68554735183716,3.84369444847107,4.55265235900879,4.3684458732605,4.06929636001587,4.05790615081787
"31","7433",0,4,"UK","Software",0.00313574750907719,4.75188398361206,0.6931471824646,4.85825061798096,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,4.86716651916504,4.85497856140137,4.81747674942017,4.75184917449951,4.76504707336426,4.82494163513184,4.7319540977478,4.65189218521118,4.33726358413696,3.87000966072083
"32","7160",0,11,"UK","Web publishing",0.00795228593051434,10.828911781311,5.3844952583313,9.74537754058838,5.40717172622681,5.5683445930481,5.5683445930481,5.62040090560913,NA,11.060507774353,11.0420732498169,11.0295896530151,11.3101396560669,NA,9.86254501342773,9.99188423156738,9.97940158843994,10.0916538238525,NA
"33","4504",0,0,"GERMANY","Biotech",0.0274285711348057,0,0,0,1.7917594909668,1.7917594909668,1.7917594909668,1.7917594909668,1.94591009616852,6.4742751121521,NA,NA,6.02537488937378,6.41368389129639,NA,NA,NA,NA,NA
"34","7525",0,0,"UK","Web publishing",0.00795228593051434,0,0,0,NA,1.0986123085022,1.0986123085022,1.0986123085022,1.3862943649292,5.364905834198,5.34764099121094,4.92118453979492,3.86004900932312,5.01508808135986,4.9987006187439,4.9344220161438,3.9174234867096,3.74641060829163,4.46270418167114
"35","4890",0,5,"ITALY","TLC",0.0247933883219957,7.7394700050354,3.04452252388,6.73211002349854,3.04452252388,2.94443893432617,0.6931471824646,0.6931471824646,NA,7.83189868927002,7.68888759613037,7.41769218444824,7.32421922683716,7.27904987335205,7.12989568710327,6.73588991165161,6.6553201675415,6.89262771606445,6.88239574432373
"36","5085",0,0,"ITALY","Software",0.00359712238423526,0,0,0,0.6931471824646,0.6931471824646,0.6931471824646,0,0.6931471824646,4.93504333496094,5.57391309738159,5.32506275177002,4.50692701339722,4.07976579666138,5.32111978530884,5.79541873931885,5.10453414916992,4.91637277603149,4.32346057891846
"37","7558",0,3,"UK","Software",0.00313574750907719,10.0333786010742,3.78418970108032,8.73410129547119,3.82864141464233,3.91202306747437,3.93182563781738,3.98898410797119,3.98898410797119,10.6065740585327,10.849437713623,10.9486379623413,10.9314136505127,10.8416442871094,9.10959434509277,9.20855140686035,9.28959846496582,9.48268508911133,9.2172384262085
"38","1687",1,0,"FRANCE","Software",0.00617688335478306,0,0,0,NA,NA,2.63905739784241,NA,NA,NA,5.52460336685181,6.4510235786438,NA,NA,8.32969760894775,8.18618869781494,8.02229499816895,NA,NA
"39","3324",0,13,"FRANCE","Web publishing",0.00154004106298089,8.95053577423096,4.48863649368286,9.90697002410889,4.52178859710693,NA,3.29583692550659,3.29583692550659,3.4499876499176,9.22791862487793,9.0881175994873,8.2594747543335,8.76885414123535,8.67849731445312,10.1953010559082,0,10.06312084198,10.1483840942383,10.1534309387207
"40","530",0,4,"BELGIUM","Robotics",0,6.43769121170044,1.3862943649292,5.62237501144409,1.60943794250488,1.60943794250488,1.3862943649292,1.60943794250488,1.3862943649292,NA,NA,NA,NA,NA,5.80144214630127,5.70401048660278,5.6658673286438,5.7974419593811,5.84760427474976
"41","6022",0,15,"SPAIN","Software",0.00876232236623764,8.28717994689941,2.39789533615112,7.5933690071106,2.56494927406311,2.56494927406311,2.70805025100708,2.4849066734314,2.70805025100708,8.45199871063232,8.40212345123291,8.15613079071045,8.05098628997803,8.10163688659668,7.7216100692749,8.29252052307129,7.77867650985718,7.10092782974243,7.29574251174927
"42","6119",0,9,"SPAIN","Robotics",0.0018450184725225,6.24627351760864,1.60943794250488,6.25329399108887,1.60943794250488,2.19722461700439,2.39789533615112,2.39789533615112,2.4849066734314,6.15705871582031,6.26500463485718,6.515793800354,6.2682933807373,6.63357067108154,5.67534971237183,6.13664817810059,6.21968936920166,6.23673391342163,6.4740309715271
"43","6058",0,3,"SPAIN","Software",0.00876232236623764,6.34885311126709,2.89037179946899,7.01751470565796,NA,NA,NA,3.49650764465332,3.63758611679077,5.92321729660034,6.45983743667603,7.93575763702393,7.61458921432495,7.08341312408447,6.84665775299072,7.2698974609375,7.71416568756104,7.77683258056641,7.41586256027222
"44","1296",0,7,"FINLAND","ICT manufacturing",0.00615239003673196,6.93787717819214,2.63905739784241,7.73510885238647,1.60943794250488,0.6931471824646,NA,NA,NA,5.37080144882202,0.709485948085785,0.701595067977905,1.10401213169098,1.10276281833649,7.56608057022095,7.42934417724609,7.0909276008606,6.58871650695801,6.05357694625854
"45","7199",0,1,"UK","ICT manufacturing",0.0101458467543125,9.29608631134033,4.20469284057617,9.12463855743408,4.17438745498657,4.18965482711792,4.09434461593628,4.17438745498657,4.14313459396362,9.38022708892822,9.35268688201904,9.2078046798706,9.15156173706055,9.17079544067383,9.11291599273682,8.97253608703613,9.05368614196777,8.88659191131592,8.85782241821289
"46","6031",0,6,"SPAIN","Software",0.00876232236623764,8.55484580993652,3.78418970108032,7.74070835113525,4.04305124282837,3.52636051177979,3.21887588500977,2.94443893432617,2.80336046218872,8.67164134979248,8.43483257293701,8.219801902771,8.25091361999512,7.63602066040039,7.94456148147583,7.72105646133423,7.62879705429077,7.51544237136841,7.42329788208008
"47","7672",0,4,"UK","Software",0.00313574750907719,7.9541015625,3.29583692550659,8.86987686157227,4.26268005371094,4.34380531311035,4.06044292449951,3.8712010383606,3.71357202529907,9.02234363555908,8.41761589050293,8.34340858459473,8.4794511795044,7.87370586395264,8.95973110198975,8.4897632598877,7.92152452468872,7.78639650344849,6.69608736038208
"48","3280",0,0,"FRANCE","Software",0.00617688335478306,0,0,0,NA,2.39789533615112,2.39789533615112,2.4849066734314,2.19722461700439,6.93694829940796,7.28376960754395,7.01759624481201,6.91558837890625,6.75058841705322,6.65243148803711,6.86256217956543,6.50005722045898,6.59078550338745,6.45972013473511
"49","821",0,10,"BELGIUM","Software",0.0054644807241857,8.3407564163208,2.89037179946899,7.02638578414917,3.36729574203491,3.52636051177979,3.63758611679077,3.85014748573303,4.02535152435303,8.58560562133789,8.56306457519531,8.86468410491943,8.81878566741943,8.95172309875488,7.40508794784546,7.56291007995605,8.0976152420044,8.03842067718506,7.92748737335205
"50","6884",0,4,"UK","Biotech",0.00952966511249542,4.63284111022949,1.0986123085022,3.25462579727173,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,4.61450576782227,4.61293363571167,4.37238025665283,4.51892757415771,4.51188611984253,3.36521220207214,3.4249632358551,3.0895082950592,3.39980006217957,3.84849405288696
"51","5764",0,0,"ITALY","ICT manufacturing",0.0040629762224853,0,0,0,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,NA,4.93095254898071,5.01155233383179,4.95771598815918,5.1770453453064,5.27974700927734,5.58726978302002,5.5931134223938,5.45205450057983,5.4618411064148,5.59931468963623
"52","1892",0,0,"FRANCE","Software",0.00617688335478306,0,0,0,1.7917594909668,2.0794415473938,2.19722461700439,NA,NA,3.92104315757751,5.83369445800781,5.57239961624146,NA,NA,6.42213726043701,6.4931640625,5.8550853729248,NA,NA
"53","1933",0,5,"FRANCE","Software",0.00617688335478306,6.59560441970825,2.0794415473938,6.38191938400269,1.7917594909668,1.7917594909668,1.94591009616852,1.7917594909668,1.60943794250488,6.8084225654602,6.6517653465271,6.24940013885498,6.44018602371216,6.25744962692261,6.16950035095215,6.34144496917725,6.07277727127075,6.18243598937988,6.05979919433594
"54","2980",0,0,"FRANCE","Software",0.00617688335478306,0,0,0,3.04452252388,3.33220458030701,NA,NA,1.60943794250488,2.14425778388977,4.17128038406372,NA,NA,4.19133186340332,8.23814296722412,7.58033514022827,NA,NA,6.6129641532898
"55","1674",0,8,"FINLAND","Robotics",0.00325909839011729,5.05009651184082,1.3862943649292,4.2912769317627,1.3862943649292,1.3862943649292,1.3862943649292,1.3862943649292,1.3862943649292,4.92497444152832,4.9521632194519,5.0003170967102,5.00524663925171,4.9334282875061,4.16782426834106,4.12622785568237,4.23608732223511,4.24207830429077,4.25462579727173
"56","7364",0,12,"UK","ICT manufacturing",0.0101458467543125,8.63038539886475,4.35670900344849,8.73479843139648,4.34380531311035,4.40671920776367,4.45434713363647,4.44265127182007,4.36944770812988,8.98171615600586,8.87606620788574,9.02838516235352,8.91257476806641,9.02649974822998,8.75684642791748,8.89253807067871,9.10553169250488,8.91088390350342,9.16245555877686
"57","2084",0,10,"FRANCE","Other R&D",0.00135906494688243,5.88535451889038,1.0986123085022,5.17305898666382,1.7917594909668,2.0794415473938,2.39789533615112,2.4849066734314,2.4849066734314,6.27832460403442,6.36590909957886,6.87368249893188,6.63405990600586,6.57253980636597,5.8044900894165,6.04414415359497,6.5943603515625,6.28823375701904,6.51244688034058
"58","8111",0,10,"UK","Software",0.00313574750907719,4.84128999710083,1.0986123085022,3.71533823013306,1.0986123085022,1.0986123085022,0.6931471824646,1.0986123085022,1.0986123085022,4.48995399475098,4.74126148223877,4.87823104858398,4.66512870788574,4.43333959579468,3.32737278938293,3.38980031013489,3.57218718528748,3.16770052909851,2.50352096557617
"59","6093",0,4,"SPAIN","Software",0.00876232236623764,6.21284341812134,2.30258512496948,5.16084289550781,2.19722461700439,NA,NA,NA,NA,5.87173461914062,NA,NA,NA,NA,5.25133657455444,NA,NA,NA,NA
"60","7220",0,13,"UK","Software",0.00313574750907719,7.76083564758301,2.83321332931519,7.14189767837524,2.83321332931519,2.83321332931519,2.89037179946899,2.83321332931519,2.94443893432617,7.58234262466431,7.64897298812866,7.60442924499512,7.57172012329102,7.62974548339844,7.47861862182617,7.52928781509399,7.60201740264893,6.77884340286255,6.70487594604492
"61","5698",0,9,"ITALY","ICT manufacturing",0.0040629762224853,7.16267681121826,2.19722461700439,7.06033563613892,2.30258512496948,2.39789533615112,2.30258512496948,1.3862943649292,NA,7.2196216583252,7.16030931472778,7.29311418533325,7.3248815536499,7.37975597381592,6.91750001907349,7.15175676345825,7.22865533828735,7.15133237838745,7.16720247268677
"62","4069",0,0,"GERMANY","Software",0.00696331541985273,0,0,0,1.94591009616852,2.30258512496948,2.4849066734314,2.30258512496948,2.30258512496948,6.29226207733154,6.45507383346558,6.55799674987793,6.83496141433716,6.81860208511353,NA,NA,NA,NA,NA
"63","854",0,11,"BELGIUM","Software",0.0054644807241857,9.49534034729004,4.44265127182007,8.72060775756836,4.6913480758667,4.79579067230225,4.77068471908569,4.79579067230225,4.96284484863281,9.96238327026367,10.1548480987549,10.0759572982788,10.1354217529297,10.2664890289307,9.86895942687988,10.1704015731812,11.1405954360962,11.1482563018799,11.1972484588623
"64","1248",0,4,"FINLAND","Software",0.00459496257826686,5.43454694747925,1.0986123085022,4.50566673278809,1.0986123085022,1.0986123085022,NA,NA,NA,5.5949854850769,5.88452577590942,6.12603569030762,5.89138889312744,5.53958415985107,4.53457021713257,5.10738945007324,5.4460973739624,4.93528413772583,3.83472585678101
"65","3234",0,9,"FRANCE","Software",0.00617688335478306,4.77357625961304,1.3862943649292,5.06621599197388,1.3862943649292,1.3862943649292,1.3862943649292,1.3862943649292,1.3862943649292,4.54766082763672,4.64175462722778,4.94911909103394,4.95803737640381,4.67100477218628,4.91391611099243,4.79601716995239,4.89502811431885,5.30082654953003,5.12304925918579
"66","6967",0,7,"UK","Robotics",0.00206185574643314,10.8382682800293,6.07073783874512,9.94544982910156,6.34913921356201,6.40025758743286,6.35610771179199,NA,NA,11.066990852356,11.1678504943848,11.2220163345337,NA,NA,10.196816444397,10.250509262085,10.2856044769287,NA,NA
"67","5137",0,12,"ITALY","ICT manufacturing",0.0040629762224853,7.18429088592529,3.43398714065552,6.41358661651611,3.52636051177979,3.465735912323,2.94443893432617,0.6931471824646,0.6931471824646,7.40099287033081,7.18013191223145,7.02307081222534,6.77364826202393,6.81422328948975,6.64601516723633,6.56519746780396,6.28433561325073,6.29138278961182,6.41488742828369
"68","6193",0,10,"SPAIN","Software",0.00876232236623764,4.99483108520508,1.94591009616852,5.07372093200684,1.94591009616852,1.94591009616852,1.94591009616852,1.94591009616852,NA,4.52607679367065,3.48650693893433,3.96854281425476,3.59101915359497,NA,4.66773319244385,4.29581880569458,4.25050830841064,3.91192150115967,NA
"69","3175",0,2,"FRANCE","Internet",0.00268576550297439,4.88936901092529,0.6931471824646,4.62083292007446,NA,3.89182019233704,NA,NA,NA,5.49663305282593,6.95952415466309,6.78776264190674,6.86157608032227,7.08621597290039,7.05746603012085,7.027015209198,7.22542428970337,7.50052452087402,7.4631986618042
"70","2997",0,3,"FRANCE","Software",0.00617688335478306,6.35120058059692,2.19722461700439,5.74554347991943,NA,3.09104251861572,3.25809645652771,3.71357202529907,3.89182019233704,7.26978206634521,7.4590220451355,7.66357040405273,8.33511734008789,8.40017890930176,7.2819504737854,6.97177028656006,7.62185382843018,7.89269781112671,7.64425611495972
"71","7628",0,2,"UK","Software",0.00313574750907719,3.02016711235046,1.0986123085022,2.14958310127258,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,2.70603609085083,3.19263935089111,3.17362666130066,3.34152793884277,3.71716117858887,1.44073629379272,2.69457817077637,3.0895082950592,3.12318325042725,3.19750618934631
"72","1990",0,3,"FRANCE","Other R&D",0.00135906494688243,7.53880596160889,3.29583692550659,6.68466281890869,3.29583692550659,3.13549423217773,2.99573230743408,3.04452252388,2.99573230743408,7.57360982894897,7.25055694580078,7.11273860931396,7.26959085464478,7.22948884963989,6.55412483215332,6.05688524246216,5.93115854263306,6.19945907592773,6.37847995758057
"73","1484",0,9,"FINLAND","ICT manufacturing",0.00615239003673196,5.76087427139282,1.60943794250488,4.59777498245239,1.60943794250488,1.60943794250488,2.19722461700439,1.60943794250488,1.60943794250488,5.80069541931152,5.75262212753296,7.27733564376831,7.38459205627441,6.8284101486206,4.86959981918335,5.28452157974243,6.50143480300903,6.85926532745361,6.85633897781372
"74","5434",0,0,"ITALY","Internet",0.0131201315671206,0,0,0,1.60943794250488,1.60943794250488,1.3862943649292,0,NA,3.97404146194458,4.00776290893555,4.74810457229614,4.39767360687256,4.80598735809326,3.48308420181274,4.00247430801392,3.99830722808838,4.37168455123901,4.79861831665039
"75","604",0,7,"BELGIUM","ICT manufacturing",0.0109110744670033,6.20946931838989,0.6931471824646,5.5846152305603,NA,1.0986123085022,1.7917594909668,1.60943794250488,1.60943794250488,6.27408504486084,6.00164318084717,6.16639709472656,6.37067937850952,6.70212936401367,5.97933387756348,5.72190523147583,5.82268333435059,5.63901042938232,5.81134366989136
"76","5582",0,0,"ITALY","Internet",0.0131201315671206,0,0,0,0,0,0,0,NA,1.48999536037445,0.885844767093658,0,3.4073793888092,7.27981615066528,3.05817008018494,3.61598110198975,3.35811614990234,4.01101064682007,5.43121767044067
"77","8189",0,1,"UK","Web publishing",0.00795228593051434,6.63501977920532,2.63905739784241,6.65054750442505,2.94443893432617,3.36729574203491,3.49650764465332,NA,NA,7.17191982269287,7.96766471862793,7.9551854133606,NA,NA,7.0130729675293,8.00236320495605,7.95113182067871,NA,NA
"78","7069",0,0,"UK","Robotics",0.00206185574643314,0,0,0,5.19295692443848,5.37063789367676,NA,NA,NA,9.192795753479,9.59092617034912,NA,NA,NA,9.24406147003174,9.44823169708252,NA,NA,NA
"79","1641",0,9,"FINLAND","Robotics",0.00325909839011729,7.09173774719238,2.63905739784241,6.28411293029785,2.70805025100708,2.70805025100708,2.70805025100708,2.70805025100708,2.70805025100708,7.47901630401611,7.73676156997681,7.73149490356445,7.6029691696167,7.81087589263916,6.5129828453064,6.70693588256836,6.93352365493774,7.16347885131836,7.2582688331604
"80","2713",0,7,"FRANCE","Software",0.00617688335478306,7.13301229476929,2.7725887298584,6.86327743530273,2.70805025100708,2.70805025100708,2.56494927406311,2.39789533615112,2.30258512496948,6.85118913650513,6.8221607208252,6.57383012771606,6.59789276123047,6.60473346710205,6.61337566375732,6.61911153793335,6.41694498062134,6.12502002716064,5.76972532272339
"81","6333",0,5,"SPAIN","Other R&D",0.00852618739008904,7.19333124160767,0.6931471824646,7.85838460922241,0.6931471824646,NA,0.6931471824646,0.6931471824646,NA,7.0809850692749,7.06332683563232,6.970299243927,6.75890254974365,6.71530199050903,7.75781345367432,7.62091398239136,7.57508325576782,7.42250394821167,7.40774488449097
"82","7513",0,9,"UK","Software",0.00313574750907719,6.4815616607666,1.3862943649292,5.8540849685669,1.3862943649292,1.3862943649292,1.3862943649292,1.3862943649292,1.3862943649292,5.80506658554077,5.75991630554199,5.39680004119873,4.8023157119751,5.19985675811768,5.91238975524902,5.85250377655029,5.8400559425354,5.60946941375732,5.55754470825195
"83","534",0,13,"BELGIUM","Pharmaceutical",0.00385356461629272,7.09949111938477,1.94591009616852,9.70388603210449,1.94591009616852,1.94591009616852,1.94591009616852,1.7917594909668,1.94591009616852,7.07446527481079,7.05467844009399,7.08321809768677,7.13070774078369,7.20765161514282,9.67873001098633,9.58394718170166,9.63338565826416,9.65758037567139,9.92963790893555
"84","5118",0,0,"ITALY","Software",0.00359712238423526,0,0,0,0,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,4.21214818954468,4.92779731750488,5.0232253074646,4.80331230163574,5.00313186645508,3.98853373527527,3.94048619270325,4.27157354354858,3.77818751335144,3.98958301544189
"85","8202",0,0,"UK","Software",0.00313574750907719,0,0,0,NA,NA,3.25809645652771,NA,NA,NA,NA,8.61168003082275,NA,NA,NA,NA,8.07039260864258,NA,NA
"86","4485",0,0,"GERMANY","Software",0.00696331541985273,0,0,0,1.7917594909668,1.7917594909668,2.0794415473938,2.19722461700439,1.7917594909668,5.56029558181763,5.76349782943726,7.13274002075195,6.02537488937378,5.03229427337646,NA,NA,NA,NA,NA
"87","4570",0,0,"GERMANY","Software",0.00696331541985273,0,0,0,2.30258512496948,2.39789533615112,3.04452252388,3.04452252388,3.21887588500977,7.23114109039307,7.65794515609741,7.64324617385864,7.63287734985352,8.14986991882324,NA,NA,NA,NA,NA
"88","6135",0,7,"SPAIN","ICT manufacturing",0.00176723045296967,7.6787600517273,2.19722461700439,6.05821704864502,3.13549423217773,2.99573230743408,3.13549423217773,3.13549423217773,3.13549423217773,7.89166736602783,8.0054874420166,7.8421196937561,7.90430164337158,7.99656391143799,6.41778707504272,7.13612842559814,7.1970853805542,7.64527368545532,7.7338695526123
